db,db_label,prompt_type,model,cipai,poem_count_total,poem_count_used,resample_rounds,weight,sent_pseudo_ratio,imagery_score,whole_pair_count,whole_lex_p50,core_mihi,sentence_count,imagery_jaccard_p50,whole_score,distinct_imagery_count,category_entropy,whole_pseudo_ratio,top10_imagery_concentration,whole_sem_p50,whole_highsim_ratio,whole_sem_p90,imagery_entropy,raw_sentence_comparison_count,topk_sent_mean,sentence_pair_count,top1_sent_mean,whole_lex_p90,sent_score,mihi_full,imagery_jaccard_p90,sent_highsim_ratio,distinct_category_count,human_whole_score,human_sent_score,human_core_mihi,excess_core_homogeneity
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,祝英台近,22,11,5,11,0.739394,0.065740,55.000000,0.145913,0.597385,177.600000,0.000000,0.668920,112.200000,0.852771,1.000000,0.180994,0.788777,0.101818,0.847225,0.988682,14336.000000,0.702531,55.000000,0.781056,0.216045,0.509953,0.492645,0.054746,0.134545,3.600000,0.604407,0.469661,0.543772,0.053613
b1,五词牌-无主题,type_b,deepseek-3.2-thinking,菩萨蛮,26,9,5,9,0.750000,0.060606,36.000000,0.140385,0.472078,72.000000,0.000000,0.513566,75.000000,0.947762,0.872222,0.206961,0.582413,0.005556,0.737495,0.992511,2304.000000,0.567710,36.000000,0.637286,0.211538,0.421371,0.390706,0.052966,0.012963,4.800000,0.491158,0.421066,0.459616,0.012462
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,沁园春,32,20,5,20,0.642807,0.083254,190.000000,0.146492,0.673187,500.000000,0.019318,0.738865,292.200000,0.707795,1.000000,0.121555,0.799791,0.332632,0.908144,0.976619,118750.000000,0.802152,190.000000,0.888194,0.220000,0.592914,0.556660,0.082492,0.334035,3.600000,0.635898,0.458012,0.555849,0.117338
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,浪淘沙,36,16,5,16,0.763889,0.137043,120.000000,0.168750,0.558625,160.000000,0.010000,0.622665,116.600000,0.480558,1.000000,0.244784,0.742278,0.026667,0.820643,0.966923,12000.000000,0.676633,120.000000,0.748405,0.262813,0.480355,0.475732,0.117336,0.066667,2.800000,0.534417,0.438472,0.491242,0.067384
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,清平乐,43,15,5,15,0.890794,0.063707,105.000000,0.144444,0.541996,120.000000,0.000000,0.601397,133.200000,0.803839,0.998095,0.154126,0.708375,0.015238,0.813872,0.990956,6720.000000,0.607512,105.000000,0.661158,0.213333,0.469395,0.447658,0.049445,0.009524,3.400000,0.533140,0.442754,0.492466,0.049529
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,祝英台近,38,11,5,11,0.786667,0.058223,55.000000,0.147368,0.593987,176.000000,0.000000,0.669118,122.600000,0.872172,1.000000,0.162353,0.774053,0.130909,0.853034,0.990756,14080.000000,0.702006,55.000000,0.770836,0.215158,0.502160,0.488504,0.048180,0.087273,3.000000,0.604407,0.469661,0.543772,0.050215
b1,五词牌-无主题,type_b,doubao-seed-2.0-pro,菩萨蛮,39,9,5,9,0.903704,0.077171,36.000000,0.148077,0.534671,72.000000,0.000000,0.579284,81.000000,0.754032,0.994444,0.194049,0.677278,0.011111,0.794742,0.992575,2304.000000,0.623600,36.000000,0.677022,0.211538,0.480144,0.444162,0.052089,0.014815,3.200000,0.491158,0.421066,0.459616,0.075054
b1,五词牌-无主题,type_b,glm-5,浪淘沙,16,16,5,16,0.738889,0.083819,120.000000,0.156250,0.541518,160.000000,0.000000,0.610147,118.000000,0.886860,1.000000,0.229299,0.741566,0.000000,0.797879,0.972831,12000.000000,0.649276,120.000000,0.719908,0.218750,0.457639,0.451504,0.095714,0.050000,3.000000,0.534417,0.438472,0.491242,0.050276
b1,五词牌-无主题,type_b,glm-5,清平乐,15,15,5,15,0.809524,0.083438,105.000000,0.148148,0.504204,120.000000,0.000000,0.552840,103.000000,0.820112,0.990476,0.225000,0.658490,0.000000,0.745317,0.982325,6720.000000,0.589406,105.000000,0.651845,0.214815,0.444760,0.421131,0.074725,0.015873,4.000000,0.533140,0.442754,0.492466,0.011737
b1,五词牌-无主题,type_b,glm-5,祝英台近,11,11,5,11,0.703030,0.078912,55.000000,0.136842,0.582581,176.000000,0.000000,0.640954,111.000000,0.804346,1.000000,0.172131,0.768362,0.036364,0.831667,0.991702,14080.000000,0.715323,55.000000,0.799068,0.200000,0.511235,0.483144,0.096364,0.151515,5.000000,0.604407,0.469661,0.543772,0.038809
